1.850500000000001592e+03,2.004084282090934810e+00
1.851500000000003411e+03,2.004064594001861099e+00
1.852500000000005230e+03,2.004125726593163570e+00
1.853500000000007049e+03,2.004220459769966656e+00
1.854500000000008868e+03,2.004217432515161157e+00
1.855500000000010687e+03,2.004186276334116279e+00
1.856500000000012506e+03,2.004233707627083749e+00
1.857500000000014325e+03,2.004337052556691035e+00
1.858500000000016144e+03,2.004572743319864347e+00
1.859500000000017963e+03,2.004810982433498978e+00
1.860500000000019782e+03,2.005124697423933622e+00
1.861500000000021600e+03,2.005361246918893059e+00
1.862500000000023419e+03,2.005682993000510894e+00
1.863500000000025238e+03,2.006028429618101239e+00
1.864500000000027057e+03,2.006446456591542304e+00
1.865500000000028876e+03,2.006968858395929090e+00
1.866500000000030695e+03,2.007410354396754748e+00
1.867500000000032514e+03,2.007967139906906340e+00
1.868500000000034333e+03,2.008401861644621533e+00
1.869500000000036152e+03,2.008772772654703331e+00
1.870500000000037971e+03,2.009292053261621191e+00
1.871500000000039790e+03,2.009892619653769419e+00
1.872500000000041609e+03,2.010627507458939256e+00
1.873500000000043428e+03,2.011456181927396614e+00
1.874500000000045247e+03,2.012316435682790949e+00
1.875500000000047066e+03,2.013357480474574412e+00
1.876500000000048885e+03,2.014611358743186642e+00
1.877500000000050704e+03,2.016021161218009894e+00
1.878500000000052523e+03,2.017528495551009549e+00
1.879500000000054342e+03,2.019118366703297696e+00
1.880500000000056389e+03,2.020928813176273930e+00
1.881500000000058208e+03,2.022779416777137129e+00
1.882500000000060027e+03,2.024638496874268778e+00
1.883500000000061846e+03,2.026692820527584260e+00
1.884500000000063665e+03,2.028899006582185027e+00
1.885500000000065484e+03,2.031115151564698795e+00
1.886500000000067303e+03,2.033461576767376044e+00
1.887500000000069122e+03,2.035972038488098601e+00
1.888500000000070941e+03,2.038597869341076674e+00
1.889500000000072760e+03,2.041439114064147020e+00
1.890500000000074579e+03,2.044308267886675079e+00
1.891500000000076398e+03,2.047270311453395664e+00
1.892500000000078217e+03,2.050179543049252651e+00
1.893500000000080036e+03,2.053190932154437931e+00
1.894500000000081855e+03,2.056222640404594681e+00
1.895500000000083674e+03,2.059268504811947231e+00
1.896500000000085493e+03,2.062354835173736411e+00
1.897500000000087311e+03,2.065319414140617926e+00
1.898500000000089130e+03,2.068287082065198401e+00
1.899500000000090949e+03,2.071082931344203182e+00
1.900500000000092768e+03,2.073769230318250223e+00
1.901500000000094587e+03,2.076451161422166791e+00
1.902500000000096406e+03,2.079049847338443779e+00
1.903500000000098225e+03,2.081571223846691687e+00
